t_alert,t_entry,t_exit,dir,bias,entry,exit,pnl,pnl_r,atr_anchor,exit_reason,touched_sl,entry_mode,retest_depth_atr,t_sel,U2,L2,first_break_ts,retest_ts,rebreak_ts,adverse_atr_at_entry,breach,body_atr,tr_atr,sl_dist_atr,tp_dist_atr,cvd_slope,cvd_dz,mfe_atr,mae_atr,drift,drift_sig,cvd_z,cvd_sig,direction_reason
2025-05-17 02:02:00+00:00,2025-05-17 02:12:00+00:00,2025-05-17 02:13:00+00:00,-1,-1,102858.81,102858.81,-10.285881000011123,-0.1078616882639302,57.262219240461015,SL,True,retest_second_break,0.24623565392734337,2025-05-17 02:05:00+00:00,103033.74,102931.65,2025-05-17 02:12:00+00:00,2025-05-17 02:12:00+00:00,2025-05-17 02:12:00+00:00,1.3991773469966697,1.2973527073877273,1.4519521239189717,1.5924808562266173,1.6984877042874424,6.0,-25.499880000000005,-0.40716525977313367,0.8337325677212989,1.5484877042874443,-41.30000000000291,True,-0.6867621006206812,True,hybrid_pass
2025-05-28 15:44:00+00:00,2025-05-28 15:54:00+00:00,2025-05-28 15:55:00+00:00,-1,-1,107169.99,107169.99,-10.716999000003426,-0.13229020823281498,84.04615411147518,SL,True,retest_second_break,0.4031118420370276,2025-05-28 15:47:00+00:00,107439.44,107205.0,2025-05-28 15:54:00+00:00,2025-05-28 15:54:00+00:00,2025-05-28 15:54:00+00:00,1.5279699750409463,0.43324635094795766,0.7689782418711758,0.8525090293290208,1.0025090293290575,6.0,-40.02618,-0.5319666752968523,0.5202421192190345,0.8525090293290208,-113.36000000000058,True,-1.2154534297683615,True,cvd_strong_pass
2025-06-01 06:24:00+00:00,2025-06-01 06:35:00+00:00,2025-06-01 06:35:00+00:00,1,1,104382.98,104340.02353457149,-53.39261560523596,-1.2429471343283431,22.344926671634145,SL,True,retest_second_break,0.09890388241002125,2025-06-01 06:27:00+00:00,104341.54,104311.07,2025-06-01 06:35:00+00:00,2025-06-01 06:35:00+00:00,2025-06-01 06:35:00+00:00,1.3631729675201583,1.929395241746623,2.0318245258160417,2.032755701125955,2.0,6.0,8.549890000000001,0.5068936602806202,0.000465587655295223,2.0322901134706597,76.61000000000058,True,0.4178372691911671,True,hybrid_pass
2025-06-04 12:15:00+00:00,2025-06-04 12:33:00+00:00,2025-06-04 12:34:00+00:00,-1,-1,104849.15,104834.9323152853,3.733480598930683,0.046255190019585044,37.27247297312406,SL,True,retest_second_break,0.18807445390232064,2025-06-04 12:18:00+00:00,105098.07,104916.79,2025-06-04 12:33:00+00:00,2025-06-04 12:33:00+00:00,2025-06-04 12:33:00+00:00,0.8781279423989653,1.6729192855446255,1.8460481294064304,3.19793707304741,1.9962954563266,6.0,-45.53796,-1.4909515900294945,1.3516416167209468,3.4709859925096582,-47.94000000000233,True,-0.7264857026802587,True,hybrid_pass
2025-06-09 11:20:00+00:00,2025-06-09 11:36:00+00:00,2025-06-09 11:36:00+00:00,1,1,107622.82,107511.13928210837,-122.43741585573359,-1.0963165187972357,55.65685003526807,SL,True,retest_second_break,0.20913867731687116,2025-06-09 11:23:00+00:00,107511.63,107400.0,2025-06-09 11:36:00+00:00,2025-06-09 11:36:00+00:00,2025-06-09 11:36:00+00:00,2.085996601073125,1.991212128630692,2.1996635107447275,2.7759492045959773,2.0,6.0,80.48636,1.8859134055435853,0.5762856938512494,2.1996635107447275,100.02000000000407,True,0.5636727875447116,True,hybrid_pass
2025-06-13 07:54:00+00:00,2025-06-13 08:09:00+00:00,2025-06-13 08:15:00+00:00,1,1,105087.5,105366.58079229722,268.55808825759954,2.952684204852429,69.35377863348596,SL,True,retest_second_break,0.048879816886612006,2025-06-13 07:57:00+00:00,105010.1,104872.98,2025-06-13 08:09:00+00:00,2025-06-13 08:09:00+00:00,2025-06-13 08:09:00+00:00,0.9085301657895004,1.142280180422051,1.1921626999289263,1.5963882056364413,1.342310281347462,6.0,120.14663,2.3015159604283224,5.1187139247753235,1.1923102813475082,64.63999999999942,True,0.6460185140978905,True,hybrid_pass
2025-06-15 23:28:00+00:00,2025-06-15 23:43:00+00:00,2025-06-15 23:52:00+00:00,1,1,105607.59,105532.94309591682,-85.20393073796221,-1.1414261821632532,48.43024850143806,SL,True,retest_second_break,0.14020163451786813,2025-06-15 23:31:00+00:00,105546.49,105429.46,2025-06-15 23:43:00+00:00,2025-06-15 23:43:00+00:00,2025-06-15 23:43:00+00:00,1.482751012476539,1.3563904248425596,1.5004652833898031,1.5071251381763295,1.6571251381762797,6.0,1.8494900000000012,0.7685821307831104,0.2271010482185856,2.2896580755856104,93.36000000000058,True,1.3621784045236944,True,cvd_strong_pass
2025-06-16 01:35:00+00:00,2025-06-16 01:44:00+00:00,2025-06-16 01:49:00+00:00,1,1,105600.0,105544.37554863738,-66.18167014004115,-1.1897945690934286,57.72346970328214,SL,True,retest_second_break,0.00017323975950712174,2025-06-16 01:38:00+00:00,105553.13,105264.85,2025-06-16 01:44:00+00:00,2025-06-16 01:44:00+00:00,2025-06-16 01:44:00+00:00,1.984114963787194,0.8039955519744508,0.8039955519744508,1.3748718474667305,0.9541670893229414,6.0,40.25538,0.7660781903515663,1.9603288175730411,1.6548208000636637,261.6900000000023,True,2.931991691629889,True,cvd_strong_pass
2025-06-16 06:19:00+00:00,2025-06-16 07:29:00+00:00,2025-06-16 07:29:00+00:00,1,1,106862.03,106797.41534534412,-75.29762692315276,-1.1653335814324857,34.366553782816574,SL,True,retest_second_break,-0.004655689394987904,2025-06-16 06:22:00+00:00,106777.38,106692.25,2025-06-16 07:29:00+00:00,2025-06-16 07:29:00+00:00,2025-06-16 07:29:00+00:00,2.0121307605356704,2.620148647418298,2.615196210518617,2.8618894736010545,2.0,6.0,45.22388,2.064770565715877,0.24669326308243733,2.615196210518617,3.9199999999982538,True,0.3161818671625575,True,hybrid_pass
2025-06-18 00:06:00+00:00,2025-06-18 00:36:00+00:00,2025-06-18 00:36:00+00:00,1,1,104717.6,104637.63351856427,-90.4342431116803,-1.1309018664820696,37.01519846998516,SL,True,retest_second_break,-0.06753982427048709,2025-06-18 00:09:00+00:00,104634.29,104563.47,2025-06-18 00:36:00+00:00,2025-06-18 00:36:00+00:00,2025-06-18 00:36:00+00:00,1.5153234973325538,2.083623000643298,2.020846698499098,2.831436321003559,2.0,6.0,24.92387,2.345692866200284,0.8103395177148099,2.021096803288749,1.1900000000023283,True,0.7040826175509132,True,hybrid_pass
